*Vertices 5301
616684038 "INT_bot"
616684545 "INT_bot"
616685497 "INT_bot"
616687449 "INT_bot"
616687643 "INT_bot"
616688199 "INT_bot"
616699097 "INT_bot"
616709340 "INT_bot"
616710259 "INT_bot"
616713916 "INT_bot"
616714447 "INT_bot"
616723348 "INT_bot"
616726886 "INT_bot"
616727070 "INT_bot"
616730427 "INT_bot"
616736089 "INT_bot"
616746245 "INT_bot"
616750047 "INT_bot"
616753922 "INT_bot"
616755124 "INT_bot"
616755311 "INT_bot"
616757321 "INT_bot"
616758171 "INT_bot"
616761571 "INT_bot"
616764807 "INT_bot"
616767002 "INT_bot"
616768101 "INT_bot"
616772277 "INT_bot"
616774511 "INT_bot"
616777049 "INT_bot"
616779519 "INT_bot"
616781647 "INT_bot"
616788069 "INT_bot"
616791162 "INT_bot"
616791834 "INT_bot"
616792194 "INT_bot"
616795584 "INT_bot"
616798827 "INT_bot"
616799004 "INT_bot"
616799347 "INT_bot"
616804331 "INT_bot"
616804514 "INT_bot"
616805636 "INT_bot"
616806334 "INT_bot"
616807239 "INT_bot"
616810995 "INT_bot"
616821172 "INT_bot"
616821476 "INT_bot"
616821628 "INT_bot"
616823592 "INT_bot"
616824681 "INT_bot"
616833719 "INT_bot"
616841344 "INT_bot"
616843743 "INT_bot"
616851701 "INT_bot"
616851924 "INT_bot"
616853412 "INT_bot"
616853863 "INT_bot"
616854398 "INT_bot"
616855379 "INT_bot"
616862788 "INT_bot"
616865446 "INT_bot"
616870615 "INT_bot"
616871628 "INT_bot"
616872091 "INT_bot"
616873653 "INT_bot"
616874546 "INT_bot"
616875423 "INT_bot"
616876048 "INT_bot"
616880011 "INT_bot"
616880989 "INT_bot"
616881617 "INT_bot"
616882733 "INT_bot"
616884430 "INT_bot"
616887730 "INT_bot"
616891343 "INT_bot"
616891504 "INT_bot"
616891841 "INT_bot"
616892262 "INT_bot"
616893835 "INT_bot"
616894477 "INT_bot"
616897238 "INT_bot"
616897643 "INT_bot"
616901659 "INT_bot"
616903526 "INT_bot"
616904387 "INT_bot"
616905825 "INT_bot"
616906634 "INT_bot"
616908229 "INT_bot"
616910707 "INT_bot"
616914106 "INT_bot"
616916468 "INT_bot"
616916922 "INT_bot"
616920480 "INT_bot"
616923983 "INT_bot"
616929422 "INT_bot"
616931759 "INT_bot"
616933132 "INT_bot"
616934154 "INT_bot"
616937163 "INT_bot"
616940681 "INT_bot"
616944056 "INT_bot"
616945290 "INT_bot"
616949452 "INT_bot"
616950850 "INT_bot"
616956439 "INT_bot"
616956640 "INT_bot"
616957257 "INT_bot"
616964543 "INT_bot"
616965906 "INT_bot"
616971945 "INT_bot"
616972396 "INT_bot"
616973721 "INT_bot"
616975862 "INT_bot"
616976208 "INT_bot"
616977419 "INT_bot"
616977639 "INT_bot"
616977822 "INT_bot"
616980013 "INT_bot"
616988044 "INT_bot"
616989279 "INT_bot"
616990658 "INT_bot"
616991197 "INT_bot"
616991321 "INT_bot"
616993101 "INT_bot"
616997089 "INT_bot"
616998237 "INT_bot"
616998587 "INT_bot"
617007034 "INT_bot"
617010578 "INT_bot"
617011109 "INT_bot"
617012769 "INT_bot"
617017911 "INT_bot"
617020095 "INT_bot"
617020884 "INT_bot"
617021605 "INT_bot"
617025213 "INT_bot"
617025589 "INT_bot"
617029885 "INT_bot"
617031641 "INT_bot"
617034173 "INT_bot"
617047718 "INT_bot"
617051815 "INT_bot"
617053599 "INT_bot"
617055658 "INT_bot"
617060374 "INT_bot"
617068979 "INT_bot"
617071743 "INT_bot"
617072174 "INT_bot"
617073588 "INT_bot"
617078388 "INT_bot"
617079088 "INT_bot"
617081967 "INT_bot"
617087922 "INT_bot"
617096196 "INT_bot"
617096445 "INT_bot"
617096658 "INT_bot"
617105824 "INT_bot"
617106191 "INT_bot"
617110506 "INT_bot"
617110971 "INT_bot"
617111228 "INT_bot"
617112977 "INT_bot"
617128027 "INT_bot"
617128626 "INT_bot"
617130613 "INT_bot"
617132436 "INT_bot"
617155487 "INT_bot"
617170338 "INT_bot"
617173576 "INT_bot"
617176526 "INT_bot"
617177639 "INT_bot"
617179003 "INT_bot"
617198204 "INT_bot"
617203363 "INT_bot"
617214370 "INT_bot"
617228152 "INT_bot"
617228381 "INT_bot"
617233852 "INT_bot"
617234497 "INT_bot"
617236155 "INT_bot"
617236411 "INT_bot"
617238800 "INT_bot"
617240486 "INT_bot"
617241478 "INT_bot"
617244370 "INT_bot"
617245921 "INT_bot"
617247139 "INT_bot"
617254082 "INT_bot"
617257148 "INT_bot"
617262093 "INT_bot"
617269412 "INT_bot"
617273229 "INT_bot"
617275365 "INT_bot"
617276858 "INT_bot"
617279043 "INT_bot"
617279109 "INT_bot"
617279835 "INT_bot"
617280711 "INT_bot"
617284243 "INT_bot"
617284591 "INT_bot"
617289713 "INT_bot"
617293369 "INT_bot"
617294403 "INT_bot"
617299004 "INT_bot"
617299578 "INT_bot"
617301783 "INT_bot"
617303057 "INT_bot"
617306425 "INT_bot"
617309307 "INT_bot"
617311261 "INT_bot"
617311634 "INT_bot"
617313262 "INT_bot"
617313448 "INT_bot"
617314330 "INT_bot"
617315471 "INT_bot"
617316416 "INT_bot"
617316577 "INT_bot"
617320424 "INT_bot"
617324026 "INT_bot"
617330065 "INT_bot"
617331506 "INT_bot"
617341446 "INT_bot"
617342164 "INT_bot"
617342501 "INT_bot"
617342909 "INT_bot"
617343116 "INT_bot"
617351701 "INT_bot"
617356028 "INT_bot"
617359641 "INT_bot"
617367702 "INT_bot"
617368489 "INT_bot"
617369459 "INT_bot"
617369720 "INT_bot"
617373484 "INT_bot"
617373638 "INT_bot"
617377479 "INT_bot"
617380246 "INT_bot"
617386858 "INT_bot"
617389950 "INT_bot"
617390783 "INT_bot"
617392176 "INT_bot"
617396030 "INT_bot"
617396809 "INT_bot"
617398277 "INT_bot"
617400276 "INT_bot"
617409472 "INT_bot"
617410411 "INT_bot"
617419878 "INT_bot"
617429491 "INT_bot"
617430051 "INT_bot"
617437469 "INT_bot"
617438377 "INT_bot"
617445392 "INT_bot"
617446883 "INT_bot"
617447770 "INT_bot"
617448956 "INT_bot"
617450488 "INT_bot"
617451689 "INT_bot"
617452824 "INT_bot"
617453394 "INT_bot"
617455882 "INT_bot"
617456450 "INT_bot"
617458994 "INT_bot"
617461581 "INT_bot"
617462256 "INT_bot"
617467087 "INT_bot"
617469944 "INT_bot"
617471280 "INT_bot"
617473160 "INT_bot"
617477009 "INT_bot"
617486653 "INT_bot"
617487586 "INT_bot"
617490522 "INT_bot"
617492364 "INT_bot"
617494611 "INT_bot"
617506290 "INT_bot"
617508178 "INT_bot"
617510269 "INT_bot"
617524589 "INT_bot"
617534754 "INT_bot"
617538588 "INT_bot"
617539440 "INT_bot"
617541822 "INT_bot"
617544722 "INT_bot"
617547588 "INT_bot"
617556297 "INT_bot"
617556760 "INT_bot"
617557216 "INT_bot"
617557497 "INT_bot"
617557720 "INT_bot"
617560837 "INT_bot"
617564443 "INT_bot"
617572647 "INT_bot"
617575079 "INT_bot"
617578514 "INT_bot"
617578990 "INT_bot"
617584099 "INT_bot"
617588987 "INT_bot"
617590863 "INT_bot"
617596453 "INT_bot"
617596978 "INT_bot"
617597399 "INT_bot"
617602159 "INT_bot"
617602292 "INT_bot"
617605452 "INT_bot"
617608341 "INT_bot"
617617075 "INT_bot"
617617449 "INT_bot"
617617831 "INT_bot"
617618173 "INT_bot"
617620704 "INT_bot"
617622359 "INT_bot"
617627840 "INT_bot"
617629294 "INT_bot"
617629634 "INT_bot"
617630300 "INT_bot"
617632957 "INT_bot"
617633344 "INT_bot"
617638457 "INT_bot"
617639339 "INT_bot"
617641534 "INT_bot"
617647029 "INT_bot"
617647398 "INT_bot"
617662277 "INT_bot"
617668598 "INT_bot"
617670195 "INT_bot"
617677309 "INT_bot"
617678355 "INT_bot"
617679199 "INT_bot"
617679830 "INT_bot"
617680640 "INT_bot"
617684430 "INT_bot"
617688070 "INT_bot"
617689102 "INT_bot"
617690311 "INT_bot"
617692004 "INT_bot"
617694691 "INT_bot"
617695084 "INT_bot"
617695825 "INT_bot"
617696176 "INT_bot"
617697354 "INT_bot"
617706549 "INT_bot"
617710286 "INT_bot"
617712875 "INT_bot"
617715995 "INT_bot"
617716439 "INT_bot"
617718785 "INT_bot"
617721248 "INT_bot"
617721359 "INT_bot"
617727291 "INT_bot"
617732455 "INT_bot"
617733045 "INT_bot"
617733611 "INT_bot"
617733670 "INT_bot"
617736616 "INT_bot"
617736822 "INT_bot"
617739091 "INT_bot"
617739493 "INT_bot"
617742720 "INT_bot"
617745271 "INT_bot"
617746912 "INT_bot"
617747498 "INT_bot"
617748382 "INT_bot"
617751431 "INT_bot"
617758666 "INT_bot"
617758824 "INT_bot"
617763402 "INT_bot"
617764330 "INT_bot"
617766838 "INT_bot"
617767432 "INT_bot"
617772457 "INT_bot"
617778071 "INT_bot"
617779102 "INT_bot"
617784376 "INT_bot"
617785240 "INT_bot"
617788541 "INT_bot"
617790932 "INT_bot"
617796849 "INT_bot"
617801213 "INT_bot"
617806373 "INT_bot"
617808561 "INT_bot"
617813940 "INT_bot"
617817961 "INT_bot"
617818221 "INT_bot"
617821434 "INT_bot"
617821602 "INT_bot"
617824218 "INT_bot"
617824831 "INT_bot"
617825921 "INT_bot"
617828146 "INT_bot"
617829994 "INT_bot"
617830441 "INT_bot"
617831099 "INT_bot"
617831397 "INT_bot"
617836708 "INT_bot"
617837077 "INT_bot"
617840952 "INT_bot"
617843808 "INT_bot"
617852382 "INT_bot"
617859807 "INT_bot"
617859996 "INT_bot"
617863521 "INT_bot"
617867481 "INT_bot"
617882454 "INT_bot"
617888487 "INT_bot"
617898741 "INT_bot"
617916495 "INT_bot"
618134374 "INT_bot"
618136325 "INT_bot"
618145336 "INT_bot"
618153400 "INT_bot"
618167879 "INT_bot"
618186707 "INT_bot"
618195959 "INT_bot"
618205912 "INT_bot"
618208393 "INT_bot"
618211732 "INT_bot"
618211955 "INT_bot"
618215489 "INT_bot"
618220272 "INT_bot"
618223383 "INT_bot"
618229129 "INT_bot"
618239464 "INT_bot"
618249107 "INT_bot"
618249287 "INT_bot"
618262473 "INT_bot"
618273875 "INT_bot"
618277797 "INT_bot"
618278395 "INT_bot"
618326816 "INT_bot"
618348025 "INT_bot"
618349118 "INT_bot"
618350688 "INT_bot"
618372072 "INT_bot"
618372217 "INT_bot"
618393696 "INT_bot"
618404984 "INT_bot"
618415967 "INT_bot"
618422144 "INT_bot"
618438937 "INT_bot"
618460019 "INT_bot"
618461223 "INT_bot"
618469145 "INT_bot"
618479530 "INT_bot"
618493837 "INT_bot"
618499240 "INT_bot"
618500176 "INT_bot"
618505565 "INT_bot"
618514755 "INT_bot"
618529778 "INT_bot"
618532500 "INT_bot"
618549078 "INT_bot"
618565558 "INT_bot"
618575022 "INT_bot"
618595696 "INT_bot"
618615426 "INT_bot"
618622204 "INT_bot"
618641697 "INT_bot"
618689737 "INT_bot"
618739511 "INT_bot"
618752804 "INT_bot"
618758991 "INT_bot"
618803772 "INT_bot"
618844802 "INT_bot"
618853944 "INT_bot"
618886449 "INT_bot"
618887115 "INT_bot"
618891870 "INT_bot"
618928185 "INT_bot"
618945206 "INT_bot"
618945271 "INT_bot"
618949013 "INT_bot"
618981957 "INT_bot"
618982638 "INT_bot"
618985700 "INT_bot"
618997000 "INT_bot"
619018390 "INT_bot"
619020183 "INT_bot"
619048475 "INT_bot"
619080462 "INT_bot"
619085463 "INT_bot"
619118183 "INT_bot"
619165723 "INT_bot"
619187098 "INT_bot"
619219990 "INT_bot"
619225021 "INT_bot"
619231739 "INT_bot"
619235948 "INT_bot"
619249498 "INT_bot"
619266193 "INT_bot"
619271078 "INT_bot"
619305569 "INT_bot"
619308922 "INT_bot"
619324942 "INT_bot"
619338696 "INT_bot"
619348972 "INT_bot"
619363108 "INT_bot"
619369704 "INT_bot"
619387779 "INT_bot"
619406337 "INT_bot"
619411152 "INT_bot"
619418083 "INT_bot"
619418971 "INT_bot"
619422439 "INT_bot"
619441415 "INT_bot"
619441439 "INT_bot"
619445404 "INT_bot"
619448053 "INT_bot"
619456829 "INT_bot"
619463113 "INT_bot"
619466144 "INT_bot"
619468845 "INT_bot"
619472899 "INT_bot"
619512380 "INT_bot"
619513437 "INT_bot"
619522365 "INT_bot"
619525029 "INT_bot"
619542769 "INT_bot"
619552741 "INT_bot"
619563674 "INT_bot"
619564441 "INT_bot"
619583763 "INT_bot"
619586346 "INT_bot"
619588265 "INT_bot"
619598059 "INT_bot"
619613905 "INT_bot"
619650419 "INT_bot"
619653817 "INT_bot"
619664425 "INT_bot"
619668267 "INT_bot"
619683215 "INT_bot"
619702965 "INT_bot"
619723557 "INT_bot"
619727032 "INT_bot"
619735156 "INT_bot"
619784136 "INT_bot"
619792617 "INT_bot"
619810380 "INT_bot"
619839626 "INT_bot"
619871782 "INT_bot"
619912196 "INT_bot"
619917749 "INT_bot"
619976364 "INT_bot"
620060059 "INT_bot"
620111964 "INT_bot"
620112188 "INT_bot"
620137618 "INT_bot"
620156433 "INT_bot"
620175784 "INT_bot"
620220804 "INT_bot"
620250979 "INT_bot"
620258805 "INT_bot"
620259574 "INT_bot"
620320700 "INT_bot"
620332636 "INT_bot"
620350001 "INT_bot"
620419987 "INT_bot"
620421877 "INT_bot"
620466927 "INT_bot"
620474586 "INT_bot"
620475728 "INT_bot"
620515439 "INT_bot"
620518627 "INT_bot"
620519953 "INT_bot"
620525418 "INT_bot"
620575386 "INT_bot"
620598613 "INT_bot"
620687869 "INT_bot"
620696383 "INT_bot"
620739715 "INT_bot"
620753960 "INT_bot"
620758404 "INT_bot"
620765352 "INT_bot"
620776121 "INT_bot"
620777740 "INT_bot"
620832986 "INT_bot"
620840216 "INT_bot"
620896239 "INT_bot"
621265026 "INT_bot"
621309649 "INT_bot"
621316184 "INT_bot"
621325296 "INT_bot"
621364003 "INT_bot"
621377933 "INT_bot"
621412482 "INT_bot"
621412525 "INT_bot"
621414410 "INT_bot"
621427868 "INT_bot"
621502353 "INT_bot"
621554804 "INT_bot"
621555892 "INT_bot"
621576164 "INT_bot"
621705147 "INT_bot"
621733211 "INT_bot"
621834892 "INT_bot"
621874598 "INT_bot"
621960147 "INT_bot"
621962667 "INT_bot"
622073942 "INT_bot"
622104551 "INT_bot"
622111989 "INT_bot"
622255721 "INT_bot"
622286034 "INT_bot"
622304985 "INT_bot"
622329814 "INT_bot"
622357843 "INT_bot"
622366249 "INT_bot"
622375535 "INT_bot"
622493112 "INT_bot"
622524146 "INT_bot"
622545293 "INT_bot"
622572415 "INT_bot"
622589126 "INT_bot"
622736222 "INT_bot"
622793906 "INT_bot"
622856954 "INT_bot"
622865278 "INT_bot"
622866052 "INT_bot"
622928583 "INT_bot"
623013588 "INT_bot"
623145487 "INT_bot"
623495065 "INT_bot"
708519985 "INT_bot"
708529440 "INT_bot"
708650725 "INT_bot"
708666768 "INT_bot"
708676321 "INT_bot"
708730298 "INT_bot"
708732794 "INT_bot"
708947054 "INT_bot"
709010197 "INT_bot"
709026824 "INT_bot"
709094335 "INT_bot"
709158032 "INT_bot"
709268803 "INT_bot"
709338218 "INT_bot"
709392979 "INT_bot"
709542337 "INT_bot"
709547976 "INT_bot"
709554859 "INT_bot"
709713920 "INT_bot"
710092674 "INT_bot"
710176700 "INT_bot"
710386668 "INT_bot"
710457199 "INT_bot"
710501431 "INT_bot"
710621238 "INT_bot"
710814337 "INT_bot"
710998206 "INT_bot"
711055747 "INT_bot"
711073873 "INT_bot"
711117829 "INT_bot"
711397128 "INT_bot"
711459554 "INT_bot"
711678624 "INT_bot"
712314872 "INT_bot"
712317120 "INT_bot"
712468867 "INT_bot"
712628232 "INT_bot"
713127517 "INT_bot"
713380862 "INT_bot"
713491500 "INT_bot"
713886110 "INT_bot"
714583566 "INT_bot"
715004359 "INT_bot"
716053231 "INT_bot"
716289278 "INT_bot"
716446483 "INT_bot"
716451656 "INT_bot"
716465820 "INT_bot"
716470938 "INT_bot"
716473104 "INT_bot"
716647831 "INT_bot"
716723184 "INT_bot"
716803351 "INT_bot"
771657486 "INT_bot"
773903504 "INT_bot"
1204959372 "INT_bot"
1204965055 "INT_bot"
1205018334 "INT_bot"
1205024066 "INT_bot"
1205050022 "INT_bot"
1205078954 "INT_bot"
1205093317 "INT_bot"
1205108125 "INT_bot"
1207752978 "INT_bot"
1207753332 "INT_bot"
1207835467 "INT_bot"
1207857181 "INT_bot"
1207879530 "INT_bot"
1207900272 "INT_bot"
1208020117 "INT_bot"
1208024365 "INT_bot"
1208037522 "INT_bot"
1208089177 "INT_bot"
1208100925 "INT_bot"
1208102538 "INT_bot"
1208119178 "INT_bot"
1208193505 "INT_bot"
1208221152 "INT_bot"
1208229229 "INT_bot"
1208259276 "INT_bot"
1208281129 "INT_bot"
1208295348 "INT_bot"
1208381976 "INT_bot"
1208394786 "INT_bot"
1208404442 "INT_bot"
1208410542 "INT_bot"
1208423114 "INT_bot"
1208435030 "INT_bot"
1208439134 "INT_bot"
1208441712 "INT_bot"
1208474348 "INT_bot"
1208528096 "INT_bot"
1208581088 "INT_bot"
1208591268 "INT_bot"
1208622896 "INT_bot"
1208624760 "INT_bot"
1208639550 "INT_bot"
1208650584 "INT_bot"
1208654004 "INT_bot"
1208662998 "INT_bot"
1208689016 "INT_bot"
1208702066 "INT_bot"
1208757007 "INT_bot"
1208801689 "INT_bot"
1208844938 "INT_bot"
1208880902 "INT_bot"
1208895733 "INT_bot"
1208904374 "INT_bot"
1208920537 "INT_bot"
1208944405 "INT_bot"
1208952572 "INT_bot"
1208967781 "INT_bot"
1209008419 "INT_bot"
1209104268 "INT_bot"
1209147012 "INT_bot"
1209174511 "INT_bot"
1209191443 "INT_bot"
1212870672 "INT_bot"
1213023985 "INT_bot"
1213030910 "INT_bot"
1213131912 "INT_bot"
1213170564 "INT_bot"
1213311368 "INT_bot"
1213430952 "INT_bot"
1213479486 "INT_bot"
1213492392 "INT_bot"
1213549526 "INT_bot"
1218031976 "INT_bot"
1218232802 "INT_bot"
1218429127 "INT_bot"
1218517542 "INT_bot"
1218559916 "INT_bot"
1218920694 "INT_bot"
1219039568 "INT_bot"
1366784677 "INT_bot"
1366923541 "INT_bot"
1367040230 "INT_bot"
1367487373 "INT_bot"
1367856896 "INT_bot"
1368084582 "INT_bot"
1368097362 "INT_bot"
1368116864 "INT_bot"
1368184886 "INT_bot"
1368715160 "INT_bot"
1369249873 "INT_bot"
1369408290 "INT_bot"
1369480706 "INT_bot"
1369749661 "INT_bot"
1370348599 "INT_bot"
1370501162 "INT_bot"
1370681630 "INT_bot"
1370734512 "INT_bot"
1370781445 "INT_bot"
1371350634 "INT_bot"
1372398396 "INT_bot"
1372493953 "INT_bot"
1372652504 "INT_bot"
1373071759 "INT_bot"
1373326866 "INT_bot"
1373450377 "INT_bot"
1373569838 "INT_bot"
1373615816 "INT_bot"
1373641104 "INT_bot"
1374094274 "INT_bot"
1374103256 "INT_bot"
1374225350 "INT_bot"
1374591816 "INT_bot"
1374959215 "INT_bot"
1380853662 "INT_bot"
1380948325 "INT_bot"
1381040010 "INT_bot"
1381069658 "INT_bot"
1381167558 "INT_bot"
1381246512 "INT_bot"
1381363692 "INT_bot"
1381459980 "INT_bot"
1381512248 "INT_bot"
1381607736 "INT_bot"
1381744988 "INT_bot"
1381913143 "INT_bot"
1382419244 "INT_bot"
1383712140 "INT_bot"
1385228084 "INT_bot"
1385297372 "INT_bot"
1386172154 "INT_bot"
1386519432 "INT_bot"
1386549638 "INT_bot"
1386619668 "INT_bot"
1387393236 "INT_bot"
1387417639 "INT_bot"
1387702238 "INT_bot"
1388028872 "INT_bot"
1388819528 "INT_bot"
1391378610 "INT_bot"
1391497074 "INT_bot"
1391544607 "INT_bot"
1391622127 "INT_bot"
1391832212 "INT_bot"
1391998039 "INT_bot"
24503 "TFP_real"
22903 "TFP_real"
382393 "TFP_real"
286543 "TFP_real"
438023 "TFP_real"
586003 "TFP_real"
628563 "TFP_real"
769985 "TFP_real"
2007021 "TFP_real"
2731681 "TFP_real"
3909541 "TFP_real"
5863152 "TFP_real"
6082972 "TFP_real"
6175692 "TFP_real"
6196392 "TFP_real"
6618042 "TFP_real"
6677972 "TFP_real"
7246122 "TFP_real"
7527052 "TFP_real"
7773732 "TFP_real"
8029522 "TFP_real"
9664862 "TFP_real"
12179872 "TFP_real"
12551742 "TFP_real"
12700622 "TFP_real"
12765892 "TFP_real"
14321616 "TFP_real"
14443340 "TFP_real"
14561441 "TFP_real"
15455450 "TFP_real"
15453624 "TFP_real"
15622858 "TFP_real"
15788159 "TFP_real"
15922136 "TFP_real"
16002194 "TFP_real"
16183526 "TFP_real"
16270293 "TFP_real"
16303802 "TFP_real"
16649518 "TFP_real"
17085112 "TFP_real"
17283453 "TFP_real"
17421795 "TFP_real"
17426567 "TFP_real"
17844234 "TFP_real"
17992531 "TFP_real"
18721974 "TFP_real"
18874774 "TFP_real"
19706832 "TFP_real"
19701419 "TFP_real"
19973780 "TFP_real"
20303000 "TFP_real"
20542869 "TFP_real"
20681942 "TFP_real"
21133252 "TFP_real"
22015162 "TFP_real"
22521283 "TFP_real"
22598920 "TFP_real"
22596491 "TFP_real"
22624920 "TFP_real"
22710614 "TFP_real"
22752192 "TFP_real"
22970058 "TFP_real"
23770754 "TFP_real"
24176877 "TFP_real"
25046383 "TFP_real"
25484842 "TFP_real"
26261259 "TFP_real"
27315878 "TFP_real"
29742445 "TFP_real"
31135311 "TFP_real"
31379656 "TFP_real"
33516491 "TFP_real"
33679344 "TFP_real"
34580222 "TFP_real"
36286962 "TFP_real"
37186955 "TFP_real"
37204587 "TFP_real"
39201963 "TFP_real"
40337017 "TFP_real"
43775439 "TFP_real"
44358439 "TFP_real"
44604091 "TFP_real"
45110939 "TFP_real"
45399578 "TFP_real"
45562154 "TFP_real"
45603460 "TFP_real"
47588692 "TFP_real"
47610275 "TFP_real"
47708690 "TFP_real"
49683347 "TFP_real"
49726434 "TFP_real"
49951518 "TFP_real"
49961511 "TFP_real"
50594775 "TFP_real"
50606585 "TFP_real"
50650272 "TFP_real"
51065893 "TFP_real"
51169895 "TFP_real"
51484684 "TFP_real"
52140322 "TFP_real"
53400463 "TFP_real"
56336047 "TFP_real"
57573169 "TFP_real"
58017998 "TFP_real"
58436154 "TFP_real"
60340425 "TFP_real"
60490488 "TFP_real"
63501503 "TFP_real"
65402914 "TFP_real"
67253599 "TFP_real"
67887304 "TFP_real"
68123840 "TFP_real"
68800287 "TFP_real"
68940614 "TFP_real"
69575984 "TFP_real"
70228722 "TFP_real"
74861616 "TFP_real"
76612795 "TFP_real"
78845364 "TFP_real"
82062642 "TFP_real"
82118682 "TFP_real"
84361482 "TFP_real"
84543942 "TFP_real"
84838434 "TFP_real"
85850428 "TFP_real"
86538176 "TFP_real"
86626503 "TFP_real"
86999643 "TFP_real"
87029466 "TFP_real"
90436636 "TFP_real"
91696007 "TFP_real"
93378883 "TFP_real"
96114847 "TFP_real"
96146127 "TFP_real"
96360063 "TFP_real"
96450599 "TFP_real"
96454595 "TFP_real"
96727791 "TFP_real"
96737211 "TFP_real"
98127075 "TFP_real"
103087081 "TFP_real"
105768989 "TFP_real"
107193314 "TFP_real"
107471115 "TFP_real"
107991930 "TFP_real"
108051742 "TFP_real"
109651861 "TFP_real"
109848907 "TFP_real"
110177863 "TFP_real"
111054613 "TFP_real"
112232553 "TFP_real"
112419862 "TFP_real"
112986371 "TFP_real"
113134931 "TFP_real"
113971060 "TFP_real"
114726248 "TFP_real"
118241739 "TFP_real"
118667244 "TFP_real"
121045001 "TFP_real"
122111595 "TFP_real"
125622122 "TFP_real"
125796953 "TFP_real"
126065059 "TFP_real"
126611558 "TFP_real"
128857854 "TFP_real"
129176007 "TFP_real"
129515952 "TFP_real"
131197741 "TFP_real"
131202911 "TFP_real"
131559802 "TFP_real"
131636321 "TFP_real"
132569641 "TFP_real"
136368506 "TFP_real"
139321563 "TFP_real"
140527863 "TFP_real"
142239909 "TFP_real"
144226252 "TFP_real"
145422178 "TFP_real"
146215776 "TFP_real"
149248959 "TFP_real"
151607467 "TFP_real"
152905850 "TFP_real"
154197349 "TFP_real"
154477852 "TFP_real"
154547583 "TFP_real"
156039467 "TFP_real"
157042531 "TFP_real"
157604170 "TFP_real"
160557792 "TFP_real"
163075114 "TFP_real"
163479707 "TFP_real"
167823878 "TFP_real"
171640056 "TFP_real"
171971541 "TFP_real"
173411197 "TFP_real"
174354016 "TFP_real"
180573776 "TFP_real"
180912768 "TFP_real"
182511218 "TFP_real"
183959464 "TFP_real"
184048837 "TFP_real"
184777483 "TFP_real"
185178011 "TFP_real"
185771893 "TFP_real"
188047458 "TFP_real"
188043254 "TFP_real"
189152524 "TFP_real"
192912616 "TFP_real"
195763762 "TFP_real"
196179205 "TFP_real"
201724641 "TFP_real"
202220813 "TFP_real"
202326763 "TFP_real"
203583202 "TFP_real"
204444302 "TFP_real"
204808236 "TFP_real"
207138462 "TFP_real"
207490418 "TFP_real"
210525855 "TFP_real"
211462267 "TFP_real"
213981500 "TFP_real"
214967682 "TFP_real"
215992174 "TFP_real"
217232725 "TFP_real"
220859239 "TFP_real"
221964205 "TFP_real"
222893837 "TFP_real"
223007169 "TFP_real"
225060606 "TFP_real"
226576785 "TFP_real"
226923750 "TFP_real"
228711740 "TFP_real"
233533428 "TFP_real"
233890781 "TFP_real"
234430637 "TFP_real"
237886553 "TFP_real"
238505344 "TFP_real"
242272799 "TFP_real"
248134718 "TFP_real"
252679829 "TFP_real"
254602977 "TFP_real"
255499265 "TFP_real"
257111136 "TFP_real"
257400824 "TFP_real"
264133279 "TFP_real"
265017059 "TFP_real"
265731317 "TFP_real"
267989312 "TFP_real"
271374532 "TFP_real"
272121120 "TFP_real"
272911207 "TFP_real"
275183383 "TFP_real"
276983152 "TFP_real"
281234838 "TFP_real"
282523842 "TFP_real"
283013230 "TFP_real"
286690782 "TFP_real"
286841761 "TFP_real"
290147254 "TFP_real"
290494853 "TFP_real"
290585680 "TFP_real"
291949510 "TFP_real"
297023247 "TFP_real"
299618434 "TFP_real"
303061039 "TFP_real"
304268784 "TFP_real"
312691936 "TFP_real"
317336535 "TFP_real"
321282277 "TFP_real"
326716112 "TFP_real"
328117388 "TFP_real"
331349150 "TFP_real"
338966793 "TFP_real"
342957744 "TFP_real"
343931635 "TFP_real"
344675728 "TFP_real"
344780239 "TFP_real"
344955391 "TFP_real"
353254693 "TFP_real"
353608206 "TFP_real"
356979186 "TFP_real"
359370934 "TFP_real"
365993895 "TFP_real"
370595287 "TFP_real"
372786191 "TFP_real"
374138547 "TFP_real"
378814988 "TFP_real"
379176983 "TFP_real"
379296310 "TFP_real"
379728710 "TFP_real"
381384396 "TFP_real"
383145557 "TFP_real"
384547005 "TFP_real"
384858886 "TFP_real"
392094997 "TFP_real"
393255100 "TFP_real"
395890746 "TFP_real"
397337275 "TFP_real"
400741034 "TFP_real"
400826236 "TFP_real"
402034337 "TFP_real"
405135128 "TFP_real"
405611085 "TFP_real"
406150965 "TFP_real"
406923780 "TFP_real"
407302551 "TFP_real"
408637014 "TFP_real"
409297732 "TFP_real"
409503051 "TFP_real"
410193975 "TFP_real"
412604603 "TFP_real"
421319874 "TFP_real"
423410028 "TFP_real"
423649561 "TFP_real"
424920096 "TFP_real"
425209420 "TFP_real"
426932675 "TFP_real"
428213157 "TFP_real"
428259355 "TFP_real"
428434740 "TFP_real"
429414906 "TFP_real"
433988089 "TFP_real"
435045600 "TFP_real"
437392860 "TFP_real"
437721739 "TFP_real"
550428173 "TFP_real"
479506412 "TFP_real"
440128266 "TFP_real"
479815906 "TFP_real"
986364644 "TFP_real"
552027659 "TFP_real"
724632068 "TFP_real"
