id,ff_ratio,no_tweets,profile_has_name,no_friends,no_followers,following_rate,belongs_to_list,location,has_bio,dataset,real
370193929,0.3528122717311907,491,1,483,37,0.010422535211267606,0,0,0,E13_real,1
370625229,0.007575648050427214,1611,1,524,263,0.07408450704225353,1,1,1,E13_real,1
370850929,0.0049811244904240555,8252,1,793,399,0.11242603550295859,1,1,1,E13_real,1
373579998,0.08996251561849229,1326,1,216,49,0.013826185101580136,0,1,1,E13_real,1
373947833,8.189501023046392e-05,1913,1,894,3304,0.9322799097065463,1,1,1,E13_real,1
374062715,0.04629131953775867,982,1,689,122,0.034434095399379056,1,1,1,E13_real,1
374488191,0.006267288632118323,1788,1,614,313,0.08834321196725939,1,0,1,E13_real,1
375209946,0.024658203125,2332,1,101,64,0.018073990398192602,1,1,1,E13_real,1
376677633,0.008416516833033665,1046,1,543,254,0.07177168691720825,1,1,1,E13_real,1
377304816,3.08,266,1,77,5,0.0014132278123233466,0,0,1,E13_real,1
377914761,0.004915670336806011,3527,1,863,419,0.11846197342380549,1,1,1,E13_real,1
378009515,0.07306094182825484,132,1,422,76,0.021487135990952786,1,0,1,E13_real,1
379114417,0.002792372546341884,5682,1,1554,746,0.21103253182461104,1,0,1,E13_real,1
379260334,0.03027777777777778,513,1,436,120,0.03395585738539898,0,1,1,E13_real,1
380172348,0.007764726734792657,5177,1,1139,383,0.10840645343900368,1,1,1,E13_real,1
380319760,0.0041276155482918,8636,1,1903,679,0.19218794225870364,1,1,1,E13_real,1
381030516,0.0009156663588796553,22441,1,1190,1140,0.32285471537807986,0,1,1,E13_real,1
381666513,0.0,3605,1,0,374,0.10594900849858357,1,1,1,E13_real,1
381950248,0.20264462809917355,1292,1,613,55,0.015580736543909348,1,1,1,E13_real,1
381960133,0.0009489956462743597,19344,1,798,917,0.25977337110481585,1,1,1,E13_real,1
382178634,0.012506351521906604,2054,1,763,247,0.06999149900821762,1,1,1,E13_real,1
382271109,0.030310348991667672,641,1,251,91,0.025786341739869652,0,1,1,E13_real,1
383292062,0.023684047368094735,330,1,382,127,0.036007938758151406,1,1,1,E13_real,1
383387954,0.003026492171197192,5506,1,219,269,0.07626878366884038,1,0,1,E13_real,1
383825758,0.014867768957501864,555,1,339,151,0.04281258860221151,1,0,1,E13_real,1
384753006,0.026863806747188673,1241,1,258,98,0.027801418439716313,0,1,1,E13_real,1
384932218,0.07306117056414321,1084,1,553,87,0.02468085106382979,0,1,1,E13_real,1
385868840,0.0016674061921907958,1783,1,1800,1039,0.2949191030371842,1,1,1,E13_real,1
386779723,0.017148803329864723,881,1,1648,310,0.08804316955410395,1,1,1,E13_real,1
387718926,0.003556877708077346,25950,1,385,329,0.09346590909090909,1,1,1,E13_real,1
387971079,0.06407458837532236,861,1,323,71,0.020176186416595625,1,1,1,E13_real,1
388348486,0.0006136496380945809,15374,1,996,1274,0.36213757816941444,1,1,1,E13_real,1
388842116,0.0011474238217991936,65622,1,4444,1968,0.5594087549744173,1,1,1,E13_real,1
389400082,0.004009270605786137,4710,1,1204,548,0.15581461472846175,1,1,1,E13_real,1
389715862,0.030204081632653063,699,1,148,70,0.019908987485779295,0,1,1,E13_real,1
390428793,0.0018380066610466964,8956,1,133,269,0.07652916073968706,1,1,1,E13_real,1
390730174,0.6122448979591837,7,1,30,7,0.001991465149359886,0,0,1,E13_real,1
390759955,0.0003292181069958848,14453,1,384,1080,0.30725462304409673,1,1,1,E13_real,1
390972554,0.013748513674197384,3909,1,185,116,0.033010813887307915,1,0,1,E13_real,1
391362651,0.1683673469387755,166,1,33,14,0.00398406374501992,0,0,1,E13_real,1
391572279,0.04951523545706371,372,1,286,76,0.021633931113008823,1,0,1,E13_real,1
391614396,0.1455078125,56,1,149,32,0.009109023626530032,0,0,1,E13_real,1
391924068,0.0476,1313,1,476,100,0.02846569883290635,1,1,0,E13_real,1
392210280,0.05296875,2212,1,339,80,0.022779043280182234,0,0,1,E13_real,1
392247237,0.2608,190,1,163,25,0.0071184510250569474,0,0,1,E13_real,1
392676979,0.0,1167,1,0,98,0.027904328018223234,1,1,1,E13_real,1
393628023,0.048132536025879816,166,1,491,101,0.028774928774928776,1,1,1,E13_real,1
393980520,0.004343951882379149,199,1,312,268,0.07635327635327635,1,1,1,E13_real,1
394004577,0.000805118885548406,30422,1,1388,1313,0.37407407407407406,1,1,1,E13_real,1
394007331,0.08395404620628709,3821,1,665,89,0.025356125356125355,0,0,0,E13_real,1
394628127,0.005838264299802762,2938,1,222,195,0.055571387859789115,1,1,1,E13_real,1
394726610,0.000851063829787234,16750,1,47,235,0.06697064690795099,1,0,1,E13_real,1
394814291,0.0007652139186788022,25806,1,1211,1258,0.35860889395667045,1,0,1,E13_real,1
395014721,0.0015285025389485285,6727,1,1459,977,0.2785062713797035,1,1,1,E13_real,1
396462550,0.039461950059453035,3024,1,531,116,0.03308613804905876,1,1,1,E13_real,1
396515695,0.03561105330095965,1021,1,308,93,0.02652595550484883,0,1,1,E13_real,1
396618509,0.027506463659867853,1278,1,383,118,0.03365658870507701,1,0,1,E13_real,1
396625283,0.013661663012312362,1043,1,324,154,0.04392470051340559,1,0,1,E13_real,1
396796142,0.1746890210924824,495,1,323,43,0.012268188302425107,1,0,1,E13_real,1
396898731,0.002755084202552299,21030,1,1182,655,0.18687589158345222,1,1,1,E13_real,1
396900261,0.0007328911956939639,60835,1,122,408,0.11640513552068474,1,1,1,E13_real,1
397236414,1.28,86,1,32,5,0.0014265335235378032,0,1,1,E13_real,1
397320325,0.004779466409036861,16864,1,1029,464,0.13238231098430814,1,1,1,E13_real,1
397324373,0.010230873698506112,3526,1,565,235,0.06704707560627675,0,0,1,E13_real,1
397534181,0.02390625,504,1,153,80,0.0228310502283105,0,0,1,E13_real,1
397629967,0.7777777777777778,276,1,252,18,0.005136986301369863,0,1,1,E13_real,1
398090733,0.0007575749830542438,3522,1,741,989,0.2822488584474886,1,1,1,E13_real,1
398442529,0.07619598765432099,1340,1,395,72,0.020553811019126463,0,1,1,E13_real,1
399484359,0.03958902818361768,48,1,420,103,0.029411764705882353,1,1,1,E13_real,1
399572723,0.005168950850661626,283,1,175,184,0.05255641245358469,1,0,1,E13_real,1
400300086,0.0018801174795300818,2085,1,338,424,0.12114285714285715,0,1,1,E13_real,1
400546232,0.01838235294117647,2684,1,765,204,0.05828571428571429,1,1,1,E13_real,1
400748069,0.012645819037349279,1910,1,129,101,0.028857142857142856,0,1,1,E13_real,1
401423776,0.005702280912364946,1050,1,323,238,0.06801943412403544,1,1,1,E13_real,1
401502696,0.00039729649939384805,214713,1,253,798,0.2281303602058319,1,1,1,E13_real,1
402866477,0.012170712809917356,3028,1,377,176,0.05034324942791762,0,1,1,E13_real,1
402955893,0.01409912109375,330,1,231,128,0.036613272311212815,1,1,1,E13_real,1
403461794,0.013155555555555556,132,1,74,75,0.02145308924485126,0,1,1,E13_real,1
403766373,0.008953168044077135,4437,1,39,66,0.01888412017167382,1,1,1,E13_real,1
404069171,0.00018345479491204376,13902,1,2049,3342,0.9562231759656652,1,1,1,E13_real,1
404987270,0.0030573613977770667,15296,1,1108,602,0.17234468937875752,1,0,1,E13_real,1
405035087,0.0016187264431660384,14554,1,816,710,0.20326367019753794,1,1,1,E13_real,1
405140479,0.003126176109944275,816,1,1030,574,0.16432865731462926,1,1,1,E13_real,1
405418046,0.0006581937547344499,48543,1,782,1090,0.3120526767821357,1,1,1,E13_real,1
405574548,0.006593255648909137,5199,1,1152,418,0.11966790724305755,1,1,0,E13_real,1
406165467,0.028909036860879905,1740,1,389,116,0.033218785796105384,1,1,1,E13_real,1
406162937,0.002816701835547505,34651,1,2942,1022,0.29266895761741124,1,1,1,E13_real,1
406907214,4.45375935425665e-05,11191,1,654,3832,1.0976797479232312,1,0,1,E13_real,1
406962616,0.0,7591,1,0,173,0.0495560011458035,1,1,1,E13_real,1
407024811,0.028122717311906503,651,1,154,74,0.02119736465196219,0,1,1,E13_real,1
407101499,0.0033737592960377096,5130,1,1483,663,0.18997134670487106,1,1,1,E13_real,1
407689676,0.002392046163089934,2129,1,211,297,0.08510028653295129,1,1,1,E13_real,1
407844335,0.0,531,1,0,172,0.049297793063915164,1,1,1,E13_real,1
407964674,0.04816326530612245,3153,1,59,35,0.01003152765835483,1,1,1,E13_real,1
408087080,0.006106122448979592,330,1,187,175,0.050157638291774144,0,0,1,E13_real,1
408348854,0.0201025564803805,3409,1,1082,232,0.06649469762109488,1,1,1,E13_real,1
408466988,0.08666666666666667,368,1,78,30,0.008598452278589854,0,0,1,E13_real,1
409118790,0.0031334086593903247,1004,1,269,293,0.08400229357798165,1,1,1,E13_real,1
410044683,0.0,5020,1,0,529,0.15170633782621165,1,1,0,E13_real,1
410719897,0.0225,1077,1,81,60,0.01721170395869191,0,1,1,E13_real,1
410941537,0.001471221914435211,27107,1,478,570,0.16355810616929697,1,1,1,E13_real,1
411386883,0.21061224489795918,223,1,258,35,0.010043041606886656,0,1,1,E13_real,1
412112516,0.000803951106958296,28688,1,1054,1145,0.3286452353616533,1,1,1,E13_real,1
412145728,0.0001079009339586961,5135,1,964,2989,0.8579219288174512,1,1,1,E13_real,1
412240393,0.02271270629706778,2257,1,567,158,0.04535017221584386,0,0,1,E13_real,1
412325725,0.014674556213017751,440,1,62,65,0.018656716417910446,1,1,1,E13_real,1
412601262,0.003547340661392331,5381,1,608,414,0.11886304909560723,1,1,1,E13_real,1
413233876,0.11911357340720222,3036,1,172,38,0.010913268236645606,1,0,1,E13_real,1
413255529,3.611377831827133e-05,27650,1,301,2887,0.8291211947156807,1,1,1,E13_real,1
413269532,0.008332516419958828,2553,1,340,202,0.058012636415852956,1,1,1,E13_real,1
413296140,0.009201769336904472,5164,1,1814,444,0.12751292360712235,0,1,1,E13_real,1
413332388,0.00010401491754559758,61514,1,714,2620,0.752441125789776,1,1,1,E13_real,1
413917055,0.0018405126379494481,2936,1,517,530,0.15221137277426766,1,0,1,E13_real,1
414966228,0.010959201388888888,11277,1,909,288,0.08275862068965517,1,1,1,E13_real,1
415021649,0.181640625,485,1,186,32,0.009195402298850575,0,0,1,E13_real,1
415063303,0.06126873409369403,2726,1,650,103,0.02959770114942529,1,0,1,E13_real,1
415630833,0.007185351155064514,5852,1,651,301,0.08651911468812877,1,1,1,E13_real,1
415900150,0.01042131615206971,2855,1,537,227,0.06524863466513366,1,1,1,E13_real,1
416157197,0.0001379655767721071,26074,1,3295,4887,1.4047139982753665,1,1,1,E13_real,1
416194495,0.0015349938799271562,22025,1,617,634,0.18223627479160678,1,1,1,E13_real,1
416351352,0.003966431996735027,13615,1,622,396,0.11382581201494682,0,0,1,E13_real,1
416502198,0.0032762374800406444,1035,1,2257,830,0.2386428982173663,1,1,1,E13_real,1
417280214,9.753730802031777e-05,2748,1,273,1673,0.4811619211964337,1,1,1,E13_real,1
417770099,0.025431290898274835,849,1,684,164,0.04716709807305148,0,1,1,E13_real,1
417807946,7.228671803842762e-05,19,1,45,789,0.2269197584124245,0,1,1,E13_real,1
417833332,0.011806375442739079,400,1,280,154,0.04429105550762151,0,1,1,E13_real,1
418024172,0.0006043740537251278,9160,1,584,983,0.2827963176064442,1,0,0,E13_real,1
418046391,0.7051039697542533,326,1,373,23,0.006616800920598389,0,1,1,E13_real,1
418140622,0.002750178348031968,2674,1,266,311,0.08947065592635213,1,1,1,E13_real,1
418247241,0.005005833866536189,5439,1,133,163,0.04689298043728424,1,1,1,E13_real,1
418641071,0.038411458333333336,130,1,354,96,0.02761795166858458,1,1,1,E13_real,1
418762910,0.003131510107015458,12588,1,1646,725,0.20857307249712312,1,1,1,E13_real,1
418986680,0.17421124828532236,188,1,127,27,0.00776978417266187,0,1,1,E13_real,1
419617600,0.021080131525606956,4153,1,468,149,0.04287769784172662,1,1,1,E13_real,1
419672622,0.03136147443519619,4810,1,422,116,0.0333909038572251,1,0,1,E13_real,1
420253558,0.015417025758881547,7832,1,483,177,0.05094991364421416,0,0,1,E13_real,1
420995289,0.002736502248536241,112052,1,4921,1341,0.38612150878203283,1,1,1,E13_real,1
421002902,0.002038608244901951,5120,1,667,572,0.16469910739994242,1,1,1,E13_real,1
421847529,0.04358024691358025,802,1,353,90,0.025921658986175114,0,1,0,E13_real,1
422807985,0.023490304709141274,3031,1,212,95,0.027377521613832854,1,0,1,E13_real,1
422830732,0.06737061273051755,313,1,453,82,0.02363112391930836,1,1,1,E13_real,1
423021992,0.0022078159240321404,8746,1,1209,740,0.2132564841498559,1,0,1,E13_real,1
423613846,0.0009378245035496312,23729,1,951,1007,0.29028538483712885,0,0,1,E13_real,1
424273053,0.005554453481452093,3857,1,28,71,0.020466993369847218,1,1,1,E13_real,1
425223279,0.0023599213763983596,11489,1,389,406,0.11710412460340353,1,1,1,E13_real,1
425263052,0.0006840830449826989,44723,1,1977,1700,0.490337467551197,1,0,1,E13_real,1
425380217,3.466044450691506e-08,9102,1,302,93344,26.9235650418229,1,1,1,E13_real,1
425759519,0.004954853504228005,5172,1,242,221,0.06374387078165561,1,1,1,E13_real,1
425840466,0.00021785356699562718,13661,1,443,1426,0.4113066051341217,1,0,1,E13_real,1
425908255,0.06091157319890779,259,1,290,69,0.01990193250648976,0,1,1,E13_real,1
426044579,0.004503659223118784,3958,1,384,292,0.08424697057126371,1,1,0,E13_real,1
426178907,0.0008637593857028325,41074,1,1462,1301,0.3753606462781304,1,1,1,E13_real,1
426531620,0.042085790264770495,698,1,364,93,0.02683208309290248,0,0,0,E13_real,1
427676471,0.0018510805682817346,664,1,640,588,0.1697459584295612,1,1,1,E13_real,1
427674701,0.007146436687838704,4189,1,3066,655,0.1890877598152425,1,0,1,E13_real,1
428117425,2.839491005763487e-06,29951,1,1613,23834,6.880484988452656,1,1,1,E13_real,1
428202366,0.30612244897959184,91,1,60,14,0.0040415704387990765,0,1,1,E13_real,1
428261162,0.002459259259259259,3938,1,498,450,0.12990762124711316,1,1,1,E13_real,1
428263137,0.00011979120790744521,72230,1,782,2555,0.7375866050808314,1,1,0,E13_real,1
428904234,0.011124260355029586,6381,1,47,65,0.01876985272884782,1,0,1,E13_real,1
429262110,0.2768166089965398,515,1,320,34,0.009820912767186597,0,1,0,E13_real,1
429718007,0.00412092609691871,9703,1,482,342,0.09878682842287695,1,1,1,E13_real,1
429808930,0.0007287625129089196,9693,1,2834,1972,0.5696129404968227,1,1,1,E13_real,1
432377556,0.0034152436484798,2126,1,205,245,0.07082971957213068,1,1,1,E13_real,1
432624274,0.024304048608097217,1326,1,392,127,0.03672643146327357,1,1,1,E13_real,1
433304048,0.06678978147122192,574,1,217,57,0.016483516483516484,1,1,1,E13_real,1
433319326,0.000760973535976193,95,1,179,485,0.14025448235974552,1,0,1,E13_real,1
433546930,0.0016133950386172664,27235,1,418,509,0.1472374891524443,1,1,1,E13_real,1
433984610,0.0066796875,1487,1,171,160,0.04628290425224183,0,0,1,E13_real,1
434460614,0.04323105577884521,3257,1,441,101,0.02922453703703704,1,0,1,E13_real,1
434591482,0.0347,1365,1,347,100,0.028935185185185185,0,1,1,E13_real,1
434731905,0.038711072664359865,1322,1,179,68,0.019675925925925927,1,0,1,E13_real,1
434826176,0.0007463935810152033,23119,1,4976,2582,0.7471064814814815,1,1,1,E13_real,1
434832805,0.09580246913580247,208,1,194,45,0.013020833333333334,0,1,1,E13_real,1
435224000,0.05951557093425606,1000,1,430,85,0.024602026049204053,0,1,1,E13_real,1
435327100,5.2076372414714824e-05,94253,1,399,2768,0.8011577424023155,1,1,1,E13_real,1
435724709,0.00012137226955740735,9648,1,315,1611,0.4662807525325615,1,1,1,E13_real,1
436612105,0.007203431858758183,1036,1,581,284,0.08222350897510133,1,1,1,E13_real,1
436807160,0.0076446533203125,7414,1,501,256,0.07413843035041992,1,1,1,E13_real,1
436961762,0.007034710743801653,6223,1,532,275,0.07964089197799015,1,1,0,E13_real,1
437007483,0.0043963084903948955,848,1,1139,509,0.14740805097017087,1,1,1,E13_real,1
437363242,1.457511967922271e-07,30729,1,990,82416,23.867940920938313,1,0,1,E13_real,1
437456557,0.005203401599797996,5931,1,577,333,0.09643788010425716,1,1,1,E13_real,1
437783167,0.044897559062836975,725,1,458,101,0.029258400926998843,1,1,1,E13_real,1
438437579,0.04032766225582861,273,1,192,69,0.01998841251448436,1,1,1,E13_real,1
438484498,0.0020522603769221877,5339,1,284,372,0.10779484207476094,1,1,1,E13_real,1
438760662,0.0026886848846053076,2068,1,1057,627,0.1816864676905245,1,1,1,E13_real,1
438756932,2.96,774,1,74,5,0.0014488554042306578,0,1,1,E13_real,1
439062828,0.0011472128954042355,1436,1,2008,1323,0.38336713995943206,1,1,1,E13_real,1
718684188,0.14127423822714683,204,1,51,19,0.005885997521685254,0,0,1,E13_real,1
478994018,0.003792385484830458,988,1,102,164,0.048150322959483266,1,0,1,E13_real,1
984297403,0.010134425540852763,1325,1,193,138,0.044516129032258066,0,1,1,E13_real,1
439855752,0.004215999072111995,51122,1,2290,737,0.2136231884057971,1,1,1,E13_real,1
439875805,0.0015177411027435062,1770,1,341,474,0.1373913043478261,1,1,1,E13_real,1
479451474,0.01882797731568998,3145,1,249,115,0.033763945977686435,1,1,1,E13_real,1
439972535,0.036234902124114954,4369,1,348,98,0.028405797101449276,1,1,1,E13_real,1
440184518,0.0182180956591731,1984,1,1607,297,0.08611191649753552,1,1,1,E13_real,1
479677768,0.02592797783933518,3091,1,234,95,0.027900146842878122,0,1,1,E13_real,1
440311767,0.14342403628117914,2533,1,253,42,0.012177442737025224,0,0,1,E13_real,1
479725767,0.021293641423511554,4820,1,505,154,0.04522760646108664,0,1,1,E13_real,1
722214212,0.06858710562414266,1310,1,50,27,0.00836690424542919,0,1,1,E13_real,1
985509799,0.0,10,1,0,4,0.0012907389480477573,0,0,1,E13_real,1
551835101,0.0031455355626407587,5232,1,2278,851,0.255248950209958,1,1,1,E13_real,1
440691931,0.004404508866567936,1283,1,574,361,0.10466801971585966,1,1,1,E13_real,1
551894180,0.017213555675094135,720,1,352,143,0.042891421715656866,1,1,1,E13_real,1
479832822,0.17048816568047337,174,1,461,52,0.015271659324522761,0,0,1,E13_real,1
986163288,0.0006860659341962008,13167,1,1852,1643,0.5301710229106164,1,0,1,E13_real,1
440858782,0.003331945022907122,7236,1,968,539,0.1562771817918237,1,1,1,E13_real,1
722825599,0.1315713875323183,6826,1,458,59,0.01828890266584005,1,0,1,E13_real,1
480279324,0.2288,263,1,143,25,0.007342143906020558,0,0,1,E13_real,1
552190256,0.021470918122095818,2185,1,134,79,0.023702370237023703,1,0,0,E13_real,1
441483457,0.008683169356815238,4079,1,248,169,0.049013921113689095,1,1,1,E13_real,1
986839782,0.008532871245536653,566,1,650,276,0.08906098741529525,0,1,1,E13_real,1
552577697,0.0858480749219563,832,1,330,62,0.0186018601860186,0,1,1,E13_real,1
552606214,0.007352762746002087,2260,1,1212,406,0.12181218121812182,0,0,1,E13_real,1
987068240,0.0016425023628064107,27710,1,2042,1115,0.35990961910910263,1,1,1,E13_real,1
442075220,0.02507716049382716,1477,1,130,72,0.020887728459530026,0,0,1,E13_real,1
725675244,0.03392925797770088,478,1,353,102,0.03162790697674418,0,0,1,E13_real,1
480715104,0.008092209382185194,4775,1,271,183,0.05376028202115159,1,1,1,E13_real,1
480790768,0.007511111111111111,12010,1,169,150,0.04406580493537015,1,1,1,E13_real,1
726845964,0.23875432525951557,396,1,276,34,0.01054590570719603,1,0,1,E13_real,1
987656269,0.02893424036281179,503,1,319,105,0.03389283408650742,0,1,1,E13_real,1
481632109,0.0077297140368703735,101,1,213,166,0.04878048780487805,1,1,1,E13_real,1
481648575,0.03876543209876543,2639,1,314,90,0.026447252424331474,1,1,1,E13_real,1
988985683,0.1424,202,1,89,25,0.008069722401549387,0,0,1,E13_real,1
444833485,0.006176,1171,1,386,250,0.07259001161440186,1,1,1,E13_real,1
554309481,0.0007866602895980468,36346,1,676,927,0.27829480636445514,1,1,1,E13_real,1
482131412,0.05497685185185185,1074,1,285,72,0.021157801939465176,1,1,1,E13_real,1
482162835,0.00013189512299220218,8912,1,1954,3849,1.1313932980599648,1,0,1,E13_real,1
445345005,0.003628056973931739,27850,1,216,244,0.07084785133565621,1,1,1,E13_real,1
482242692,0.03123698458975427,794,1,300,98,0.02880658436213992,0,1,1,E13_real,1
989639142,0.10743801652892562,76,1,325,55,0.017759121730707136,0,1,1,E13_real,1
445761780,0.003907494319267769,4553,1,184,217,0.06302643043857101,1,1,1,E13_real,1
446143453,0.0003951133314456457,50102,1,1154,1709,0.4963694452512344,1,1,1,E13_real,1
733154665,0.002768886856678352,7294,1,654,486,0.15088481837938528,1,1,1,E13_real,1
482981498,0.13580246913580246,326,1,99,27,0.007936507936507936,0,1,0,E13_real,1
446590484,0.0037188208616780044,1109,1,164,210,0.061011040092969204,1,1,1,E13_real,1
483073065,0.10926118626430802,573,1,105,31,0.00911496618641576,1,0,1,E13_real,1
446987691,0.030131482834185538,1916,1,165,74,0.02149912841371296,0,1,1,E13_real,1
991254878,0.013652593992858644,6450,1,1040,276,0.08914728682170543,0,1,1,E13_real,1
555420716,0.0002927263311481133,87873,1,2824,3106,0.9330129167918294,1,0,1,E13_real,1
447241184,0.0016289810263767337,11983,1,1098,821,0.23859343214181924,1,1,1,E13_real,1
483836463,0.10492314546669637,379,1,471,67,0.01970008820935019,0,0,1,E13_real,1
484179231,0.028799351000540832,342,1,852,172,0.05058823529411765,1,1,1,E13_real,1
556794851,0.007141356857802983,993,1,136,138,0.04146634615384615,1,1,1,E13_real,1
557215750,4.977767110051612e-05,205,1,73,1211,0.3639915840096183,1,0,1,E13_real,1
485137549,0.03321799307958478,733,1,240,85,0.025007355104442484,1,0,1,E13_real,1
743284770,0.19444444444444445,615,1,28,12,0.0037313432835820895,0,1,0,E13_real,1
557616612,0.39,218,1,39,10,0.003005710850616171,0,0,1,E13_real,1
995452020,0.0005436390532544379,3462,1,147,520,0.16806722689075632,1,1,1,E13_real,1
485686619,0.0028483046324434425,1277,1,1046,606,0.17828773168578993,0,1,1,E13_real,1
485713097,0.007589430329955111,1809,1,164,147,0.04324801412180053,1,1,1,E13_real,1
450630648,0.0008369457701289304,567,1,2502,1729,0.5029086678301338,1,1,1,E13_real,1
450747981,0.005951914793640849,1210,1,76,113,0.03287750945592086,0,1,1,E13_real,1
450891761,0.025499131944444444,1410,1,235,96,0.027931335466977014,0,0,1,E13_real,1
486198118,0.13095238095238096,691,1,231,42,0.012360211889346674,0,1,1,E13_real,1
451370524,0.0001984045973726383,65992,1,311,1252,0.3642711667151586,1,1,1,E13_real,1
451397835,0.0019248834938937907,1131,1,418,466,0.13558335757928425,1,0,1,E13_real,1
558524379,0.004149067114621253,2125,1,1109,517,0.1554419723391461,1,1,1,E13_real,1
451597109,0.00027981097479166977,43286,1,1877,2590,0.7537834691501746,1,1,1,E13_real,1
486966473,0.0228335932278904,4056,1,410,134,0.03944657050338534,0,1,1,E13_real,1
487416678,7.206117837874619e-06,14327,1,323,6695,1.9708566382101855,1,1,0,E13_real,1
750948720,0.0235271051857661,6248,1,240,101,0.03143479614067849,0,0,1,E13_real,1
751241954,28.0,412,1,112,2,0.0006224712107065049,0,1,1,E13_real,1
452814756,0.0025200061557402276,14253,1,524,456,0.13275109170305677,1,1,1,E13_real,1
452828946,0.0003591864095716281,150503,1,703,1399,0.40727802037845706,1,1,1,E13_real,1
487969309,0.0004517091626685125,12994,1,1112,1569,0.4620141342756184,1,1,1,E13_real,1
753397160,0.03202216066481994,908,1,289,95,0.029585798816568046,1,1,1,E13_real,1
560223770,0.0027014033561502714,12856,1,118,209,0.06287605294825512,1,0,1,E13_real,1
1000486495,0.3440453686200378,12,1,182,23,0.007438551099611902,0,1,0,E13_real,1
560271082,0.06718569780853517,6552,1,699,102,0.030685920577617327,1,1,1,E13_real,1
453885595,0.008816326530612244,2277,1,270,175,0.05096097845078625,1,0,1,E13_real,1
488706826,0.007990037250104698,4852,1,1450,426,0.12547864506627393,0,1,1,E13_real,1
755737819,0.0064285714285714285,4916,1,504,280,0.08722741433021806,1,0,1,E13_real,1
454200724,0.00951388888888889,4376,1,137,120,0.03495484998543548,1,1,1,E13_real,1
1001875776,0.0036570196382683063,6230,1,2008,741,0.23965071151358344,1,1,1,E13_real,1
454318003,0.010631001371742112,5869,1,279,162,0.0471890474803379,1,0,1,E13_real,1
454914980,0.32231404958677684,388,1,39,11,0.003204194581998252,0,1,0,E13_real,1
1002533372,0.0625,405,1,256,64,0.02070527337431252,0,0,1,E13_real,1
489345934,0.0028345838380839745,8088,1,592,457,0.13460972017673048,1,0,1,E13_real,1
455266133,0.01429256836948562,742,1,566,199,0.057983682983682984,0,1,1,E13_real,1
455340385,2.781411074147998e-05,73268,1,346,3527,1.0276806526806528,1,0,1,E13_real,1
455651875,0.022744098758630187,8069,1,1321,241,0.07022144522144522,1,1,1,E13_real,1
455775628,0.00032860018972953473,57473,1,2105,2531,0.7374708624708625,1,1,1,E13_real,1
455979285,0.0,355,1,0,225,0.0655785485281259,1,0,1,E13_real,1
761723172,0.02631578947368421,1178,1,38,38,0.011845386533665835,0,1,1,E13_real,1
762202957,0.10409057706355003,1343,1,570,74,0.02307452447770502,0,0,1,E13_real,1
562125685,0.006165867952748695,1516,1,202,181,0.05448524984948826,1,1,1,E13_real,1
1006095223,0.0003087175151299395,29522,1,888,1696,0.5488673139158576,1,0,1,E13_real,1
456823762,0.0,275,1,0,706,0.20583090379008748,1,0,1,E13_real,1
490625409,0.060090702947845805,102,1,106,42,0.01237842617152962,0,0,0,E13_real,1
765311754,0.003577003121748179,3684,1,495,372,0.11603243917654397,1,0,0,E13_real,1
457775543,0.005219113481221743,1554,1,643,351,0.10236220472440945,1,1,1,E13_real,1
491690867,0.002158963371084583,6292,1,529,495,0.1459316037735849,1,1,1,E13_real,1
492177690,0.84,87,1,21,5,0.001474056603773585,0,1,1,E13_real,1
564653953,0.003861865090029562,4617,1,1437,610,0.18379029828261526,1,0,1,E13_real,1
770176435,0.015389350569405972,3166,1,50,57,0.017795816422104278,0,1,1,E13_real,1
492501987,0.01968555951909103,30,1,149,87,0.02565614862872309,0,1,0,E13_real,1
564963576,0.013644464245934507,223,1,245,134,0.04038577456298975,1,0,1,E13_real,1
459628045,0.0018982309791745618,7812,1,1688,943,0.2751677852348993,1,1,1,E13_real,1
459646843,0.02506928697404888,595,1,398,126,0.036766851473592065,0,0,1,E13_real,1
459680754,0.009811616954474097,1635,1,325,182,0.053107674350744094,1,1,1,E13_real,1
1010619756,0.1356,175,1,339,50,0.016191709844559584,1,1,1,E13_real,1
566141260,0.08408163265306122,93,1,103,35,0.010551703346397347,0,0,0,E13_real,1
460985875,2.2573063531914293e-05,9079,1,24679,33065,9.651196730881495,1,1,1,E13_real,1
493847017,0.0012387801741823776,6054,1,1579,1129,0.33303834808259586,1,0,1,E13_real,1
461010838,0.018424036281179137,3762,1,130,84,0.024518388791593695,1,1,1,E13_real,1
566374197,0.11591836734693878,297,1,142,35,0.010551703346397347,1,1,1,E13_real,1
493941903,0.021538461538461538,2379,1,91,65,0.019174041297935103,0,1,0,E13_real,1
494006512,0.005414410662224073,2823,1,13,49,0.014454277286135693,0,1,1,E13_real,1
1011395167,0.0,6836,1,0,710,0.22992227979274613,1,0,1,E13_real,1
461425627,0.0037911487542937176,4851,1,2512,814,0.23766423357664235,1,1,1,E13_real,1
494262961,0.020747275315643306,5335,1,889,207,0.06107996459132487,0,1,1,E13_real,1
494266249,0.0073392965117491295,5150,1,352,219,0.06462083210386545,1,1,1,E13_real,1
567056353,0.009807081928188851,12359,1,791,284,0.0856453558504222,0,1,1,E13_real,1
567155716,0.000914915969700507,1978,1,290,563,0.1697828709288299,1,0,0,E13_real,1
